affinity_name,status_report,offer_number,policy_number,zipcode_link,zip4,birth_date,brand,date_offer,date_request,policy_start_date,premium,buildyear_car,buildmonth_car,wa,wa_bep_ca,wa_ca,updated_on,,
T&B,Tailoredofferrequested,7162,NA,14067,7006,Jul-93,MINI,12/5/2019,NA,NA,499.8,2003,September,NA,NA,Y,12/5/2019,,
other,Incompleterequest,7163,NA,13915,5351,Feb-83,HONDA,12/5/2019,NA,NA,658.08,2010,January,NA,NA,Y,12/5/2019,,
other,Incompleterequest,7164,NA,14068,2051,Dec-68,VOLVO,12/5/2019,NA,NA,1091.4,2017,September,NA,NA,Y,12/5/2019,,
Insuro,Calculatenewpremium,7165,NA,14069,8032,Jan-65,FORD,12/5/2019,NA,NA,386.64,2007,July,NA,NA,Y,12/5/2019,,
other,Requestwithdrawn,7166,11512,14070,2645,Aug-79,TOYOTA,12/5/2019,12/5/2019,12/6/2019,214.92,2010,January,NA,Y,NA,12/6/2019,,
Insuro,Tailoredofferrequested,7167,NA,14069,8032,Jan-65,FORD,12/5/2019,NA,NA,386.64,2007,July,NA,NA,Y,12/5/2019,,
T&B,Waitforapproval,7168,11513,14071,1188,Sep-51,OPEL,12/5/2019,12/5/2019,1/1/2020,396.48,2016,November,NA,Y,NA,12/5/2019,,
T&B,Tailoredofferrequested,7169,NA,13910,1034,Jan-50,FORD,12/5/2019,NA,NA,380.52,2000,November,NA,Y,NA,12/5/2019,,
T&B,Calculatenewpremium,7170,NA,14055,5268,Jun-44,RENAULT,12/5/2019,NA,NA,626.88,2016,November,NA,NA,Y,12/5/2019,,
other,Waitresponsebackoffice,7171,11514,14070,2645,Aug-79,TOYOTA,12/5/2019,12/5/2019,12/6/2019,214.92,2010,January,NA,Y,NA,12/6/2019,,
Insuro,Calculatenewpremium,7172,NA,12756,6932,Aug-97,OPEL,12/5/2019,NA,NA,524.16,2005,April,NA,Y,NA,12/5/2019,,
T&B,Calculatenewpremium,7173,NA,14072,3764,Jan-95,RENAULT,12/5/2019,NA,NA,614.52,2018,December,NA,Y,NA,12/5/2019,,
T&B,Tailoredofferrequested,7174,NA,14072,3764,Jan-95,RENAULT,12/5/2019,NA,NA,614.52,2018,December,NA,Y,NA,12/5/2019,,
Insuro,Incompleterequest,7175,NA,12756,6932,Jun-60,OPEL,12/5/2019,NA,NA,129.24,2005,April,Y,NA,NA,12/5/2019,,
Seguros International Ltd.,Waitforapproval,7176,11515,14073,1019,Oct-72,TOYOTA,12/5/2019,12/5/2019,2/29/2020,372.21,2010,September,NA,Y,NA,12/5/2019,,
T&B,Calculatenewpremium,7177,NA,14074,7009,Aug-67,VOLKSWAGEN,12/5/2019,NA,NA,395.4,2016,October,NA,NA,Y,12/5/2019,,
Seguros International Ltd.,Tailoredofferrequested,7178,NA,14047,6714,May-90,SKODA,12/5/2019,NA,NA,419.28,2005,June,NA,Y,NA,12/5/2019,,
Seguros International Ltd.,Waitresponsebackoffice,7179,11516,13999,2525,Aug-61,VOLKSWAGEN,12/5/2019,12/5/2019,12/29/2019,740.76,2017,August,NA,NA,Y,12/5/2019,,
Insuro,Incompleterequest,7180,NA,13438,2722,Apr-91,TOYOTA,12/5/2019,NA,NA,207.36,2015,August,Y,NA,NA,12/5/2019,,
T&B,Incompleterequest,7181,NA,14075,9204,Apr-74,SEAT,12/6/2019,NA,NA,269.88,2013,August,NA,NA,Y,12/6/2019,,
other,Waitresponsebackoffice,7182,11517,14076,2171,Jun-83,RENAULT,12/6/2019,12/6/2019,12/7/2019,552.36,2016,August,NA,NA,Y,12/6/2019,,
other,Calculatenewpremium,7183,NA,14077,6812,May-63,RENAULT,12/6/2019,NA,NA,287.16,2002,October,NA,Y,NA,12/6/2019,,
other,Incompleterequest,7184,NA,14078,4661,Nov-62,MAZDA,12/6/2019,NA,NA,544.68,2016,September,NA,NA,Y,12/6/2019,,
other,Calculatenewpremium,7185,NA,13636,2952,NA,FORD,12/6/2019,NA,NA,676.68,2016,April,NA,NA,Y,12/6/2019,,
Seguros International Ltd.,Waitresponsebackoffice,7186,11518,14079,3731,Feb-75,HONDA,12/6/2019,12/6/2019,12/24/2019,271.8,2004,May,Y,NA,NA,12/6/2019,,
T&B,Incompleterequest,7187,NA,14080,4233,Oct-54,FIAT,12/6/2019,NA,NA,196.32,2005,May,Y,NA,NA,12/6/2019,,
T&B,Tailoredofferrequested,7188,NA,14081,7451,Jan-35,JEEP,12/6/2019,NA,NA,NA,2006,March,N,N,N,12/6/2019,,
other,Incompleterequest,7189,NA,14082,7245,Jan-81,RENAULT,12/6/2019,NA,NA,445.92,2014,October,NA,NA,Y,12/6/2019,,
other,Incompleterequest,7190,NA,14083,2612,May-50,OPEL,12/6/2019,NA,NA,692.88,2017,May,NA,NA,Y,12/6/2019,,
Seguros International Ltd.,Calculatenewpremium,7191,NA,14084,1067,Dec-87,FORD,12/6/2019,NA,NA,615.84,2003,November,NA,Y,NA,12/6/2019,,
T&B,Requestaccepted,7192,11519,11363,3123,Jan-72,BMW,12/6/2019,12/6/2019,12/7/2019,923.88,2008,September,Y,NA,NA,12/6/2019,,
T&B,Incompleterequest,7193,NA,12164,7471,Jan-90,BMW,12/6/2019,NA,NA,443.28,2004,October,Y,NA,NA,12/6/2019,,
Seguros International Ltd.,Tailoredofferrequested,7194,NA,14085,2614,May-90,TOYOTA,12/6/2019,NA,NA,657.48,2002,March,NA,Y,NA,12/6/2019,,
T&B,Tailoredofferrequested,7195,NA,14086,6702,Jul-37,ROVER,12/6/2019,NA,NA,NA,2004,March,N,N,N,12/6/2019,,
Seguros International Ltd.,Requestaccepted,7196,11520,14030,1188,Jun-69,SEAT,12/6/2019,12/6/2019,12/7/2019,262.8,2014,January,NA,NA,Y,12/6/2019,,
T&B,Incompleterequest,7197,NA,14087,7345,Jul-72,RENAULT,12/6/2019,NA,NA,205.2,2012,September,NA,Y,NA,12/6/2019,,
T&B,Incompleterequest,7198,NA,13998,3059,Jun-57,PEUGEOT,12/6/2019,NA,NA,376.92,2019,October,NA,NA,Y,12/6/2019,,
T&B,Calculatenewpremium,7199,NA,14087,7345,Jul-72,RENAULT,12/6/2019,NA,NA,234.72,2012,June,NA,Y,NA,12/6/2019,,
T&B,Requestaccepted,7200,11521,10192,3045,Sep-91,SKODA,12/6/2019,12/6/2019,12/7/2019,466.56,2014,October,Y,NA,NA,12/6/2019,,
other,Incompleterequest,7201,NA,14088,4614,Jul-91,TOYOTA,12/6/2019,NA,NA,924.72,2013,August,NA,NA,Y,12/6/2019,,
T&B,Incompleterequest,7202,NA,14089,7544,Oct-86,HYUNDAI,12/6/2019,NA,NA,890.16,2015,February,NA,NA,Y,12/6/2019,,
T&B,Incompleterequest,7203,NA,14090,3513,Mar-72,OPEL,12/7/2019,NA,NA,543.84,2009,February,NA,NA,Y,12/7/2019,,
T&B,Incompleterequest,7204,NA,14091,2935,Mar-80,TOYOTA,12/7/2019,NA,NA,671.4,2015,February,NA,NA,Y,12/7/2019,,
T&B,Calculatenewpremium,7205,NA,14092,7331,Jul-46,CITROEN,12/7/2019,NA,NA,346.92,2010,July,NA,Y,NA,12/7/2019,,
Insuro,Incompleterequest,7206,NA,14093,3815,Dec-91,RENAULT,12/7/2019,NA,NA,433.32,2014,October,NA,Y,NA,12/7/2019,,
T&B,Incompleterequest,7207,NA,14094,4926,Jan-82,SEAT,12/7/2019,NA,NA,342.96,2002,January,Y,NA,NA,12/7/2019,,
T&B,Incompleterequest,7208,NA,14095,3206,Nov-83,SUZUKI,12/7/2019,NA,NA,501.24,2017,November,NA,NA,Y,12/7/2019,,
T&B,Requestaccepted,7209,11522,13835,2614,Jun-91,KIA,12/7/2019,12/7/2019,12/8/2019,427.32,2011,August,NA,Y,NA,12/7/2019,,
Seguros International Ltd.,Requestaccepted,7210,11523,14096,1093,Nov-77,OPEL,12/7/2019,12/7/2019,1/3/2020,171.72,2006,May,Y,NA,NA,12/7/2019,,
T&B,Calculatenewpremium,7211,NA,14097,7038,Jul-46,OPEL,12/7/2019,NA,NA,241.8,2003,May,NA,Y,NA,12/7/2019,,
other,Tailoredofferrequested,7212,NA,14098,3055,Dec-34,HYUNDAI,12/7/2019,NA,NA,NA,2006,February,N,N,N,12/7/2019,,
T&B,Incompleterequest,7213,NA,14099,1223,Apr-88,SKODA,12/7/2019,NA,NA,650.16,2013,November,NA,NA,Y,12/7/2019,,
T&B,Calculatenewpremium,7214,NA,14100,3953,Mar-87,MAZDA,12/7/2019,NA,NA,1148.64,1999,August,NA,Y,NA,12/7/2019,,
T&B,Tailoredofferrequested,7215,NA,14100,3953,Mar-87,MAZDA,12/7/2019,NA,NA,1190.76,1999,August,NA,Y,NA,12/7/2019,,
T&B,Calculatenewpremium,7216,NA,14101,2552,Apr-43,MERCEDES-BENZ,12/8/2019,NA,NA,NA,2013,May,N,N,N,12/8/2019,,
T&B,Tailoredofferrequested,7217,NA,14101,2552,Apr-43,MERCEDES-BENZ,12/8/2019,NA,NA,NA,2013,May,N,N,N,12/8/2019,,
Insuro,Calculatenewpremium,7218,NA,14102,2516,May-83,OPEL,12/8/2019,NA,NA,542.04,2008,September,NA,NA,Y,12/8/2019,,
T&B,Calculatenewpremium,7219,NA,11448,2541,May-72,SUZUKI,12/8/2019,NA,NA,979.8,2004,October,NA,Y,NA,12/8/2019,,
T&B,Calculatenewpremium,7220,NA,12694,3769,Oct-95,VOLKSWAGEN,12/8/2019,NA,NA,476.28,2010,November,Y,NA,NA,12/8/2019,,
Insuro,Waitforapproval,7221,11524,12455,1067,Mar-92,FORD,12/8/2019,12/8/2019,1/24/2020,475.8,2010,September,NA,Y,NA,12/8/2019,,
Seguros International Ltd.,Incompleterequest,7222,NA,14103,1251,Dec-62,MINI,12/8/2019,NA,NA,545.28,2016,June,NA,NA,Y,12/8/2019,,
Insuro,Requestaccepted,7223,11525,14093,3815,Dec-91,RENAULT,12/8/2019,12/8/2019,12/11/2019,433.32,2014,October,NA,Y,NA,12/8/2019,,
T&B,Tailoredofferrequested,7224,NA,14104,7091,Apr-90,VOLKSWAGEN,12/8/2019,NA,NA,415.56,2004,March,NA,NA,Y,12/8/2019,,
T&B,Incompleterequest,7225,NA,14105,7221,Feb-56,NISSAN,12/8/2019,NA,NA,460.32,2011,June,NA,NA,Y,12/8/2019,,
T&B,Incompleterequest,7226,NA,14106,1475,Aug-46,RENAULT,12/8/2019,NA,NA,205.2,2013,February,NA,Y,NA,12/8/2019,,
T&B,Incompleterequest,7227,NA,14106,1475,Aug-48,RENAULT,12/8/2019,NA,NA,201.72,2013,February,NA,Y,NA,12/8/2019,,
Insuro,Calculatenewpremium,7228,NA,14107,7591,Jun-59,TOYOTA,12/8/2019,NA,NA,226.56,2000,February,NA,Y,NA,12/8/2019,,
Insuro,Calculatenewpremium,7229,NA,14107,7591,Jun-59,TOYOTA,12/8/2019,NA,NA,226.56,2000,February,NA,Y,NA,12/8/2019,,
T&B,Tailoredofferrequested,7230,NA,14108,9852,Aug-81,CITROEN,12/8/2019,NA,NA,310.56,2003,January,NA,NA,Y,12/8/2019,,
Insuro,Calculatenewpremium,7231,NA,14109,7607,Dec-61,SUZUKI,12/9/2019,NA,NA,467.4,2017,September,NA,NA,Y,12/9/2019,,
Insuro,Calculatenewpremium,7232,NA,14107,7591,Jun-59,TOYOTA,12/9/2019,NA,NA,433.2,2000,February,Y,NA,NA,12/9/2019,,
Seguros International Ltd.,Policycreated,4612,11341,12268,1261,Aug-64,MINI,9/16/2019,11/13/2019,1/1/2020,487.2,2013,June,NA,NA,Y,11/20/2019,,
T&B,Policycreated,5541,11233,12940,2911,May-51,TOYOTA,10/20/2019,10/20/2019,12/1/2019,268,2015,October,NA,Y,NA,10/21/2019,,
other,Policycreated,5623,11248,12994,2727,May-60,FIAT,10/22/2019,10/22/2019,1/1/2020,345.96,2015,September,NA,Y,NA,10/23/2019,,
other,Policycreated,5658,11392,13017,6669,Oct-70,MERCEDES-BENZ,10/23/2019,11/20/2019,1/1/2020,620.04,2010,December,NA,NA,Y,11/20/2019,,
T&B,Policycreated,5720,11258,13058,2914,Jan-50,TOYOTA,10/25/2019,10/25/2019,1/1/2020,514.12,2018,April,NA,NA,Y,10/29/2019,,
T&B,Policycreated,5762,11266,13090,6851,May-74,DACIA,10/27/2019,10/27/2019,1/1/2020,245.04,2010,November,NA,Y,NA,10/27/2019,,
T&B,Policycreated,5777,11270,13092,3247,Jul-65,SUZUKI,10/28/2019,10/28/2019,2/1/2020,498.96,2014,January,NA,NA,Y,11/1/2019,,
Insuro,Policycreated,6600,11440,10303,3822,Jan-63,YAMAHA,11/7/2019,11/25/2019,1/1/2020,63.6,2011,August,Y,NA,NA,11/27/2019,,
other,Policycreated,6162,11321,10476,2548,May-98,OPEL,11/7/2019,11/8/2019,1/1/2020,1481.76,2009,October,NA,Y,NA,11/8/2019,,
Seguros International Ltd.,Policycreated,6169,11322,13340,4708,Oct-73,MAZDA,11/7/2019,11/7/2019,1/1/2020,228.6,2005,September,Y,NA,NA,11/7/2019,,
Seguros International Ltd.,Policycreated,6255,11393,11260,4537,Apr-86,SAAB,11/9/2019,11/24/2019,1/1/2020,394.46,2004,January,Y,NA,NA,11/25/2019,,
Seguros International Ltd.,Policycreated,6280,11338,13471,1023,Jun-67,PEUGEOT,11/10/2019,11/10/2019,1/1/2020,547.8,2014,April,NA,NA,Y,11/11/2019,,
Seguros International Ltd.,Policycreated,6281,11339,13472,3551,Apr-85,PEUGEOT,11/10/2019,11/10/2019,1/1/2020,236.64,2013,January,NA,Y,NA,11/10/2019,,
Seguros International Ltd.,Policycreated,6330,11347,11204,4931,Mar-66,OPEL,11/11/2019,11/11/2019,1/1/2020,441.24,2004,December,Y,NA,NA,11/22/2019,,
Seguros International Ltd.,Policycreated,6517,11372,13631,1221,Jul-94,FIAT,11/14/2019,11/14/2019,1/1/2020,650.04,2014,December,NA,NA,Y,11/14/2019,,
Seguros International Ltd.,Policycreated,6519,11442,13633,1602,Feb-87,VOLKSWAGEN,11/14/2019,11/27/2019,1/1/2020,149.4,2002,October,Y,NA,NA,11/27/2019,,
other,Policycreated,6523,11443,13636,2952,Jan-80,SKODA,11/15/2019,11/28/2019,1/1/2020,739.92,2015,December,NA,NA,Y,11/29/2019,,
Seguros International Ltd.,Policycreated,6540,11377,13647,2694,Jun-90,CITROEN,11/15/2019,11/15/2019,1/1/2020,137.27,2007,May,Y,NA,NA,11/15/2019,,
Insuro,Policycreated,6572,11387,13459,6835,Oct-94,CITROEN,11/17/2019,11/17/2019,1/1/2020,354.72,2009,July,NA,Y,NA,11/17/2019,,
other,Policycreated,6573,11388,13668,4331,Jan-51,MERCEDES-BENZ,11/17/2019,11/17/2019,1/1/2020,559.08,2009,September,NA,Y,NA,11/17/2019,,
Seguros International Ltd.,Policycreated,6581,11389,13671,1323,Jan-57,OPEL,11/17/2019,11/17/2019,1/1/2020,541.8,2018,January,NA,NA,Y,11/17/2019,,
T&B,Policycreated,6620,11396,13700,4101,May-53,VOLVO,11/18/2019,11/18/2019,1/1/2020,586.04,2011,October,NA,Y,NA,11/20/2019,,
other,Policycreated,6639,11400,13715,4711,Mar-93,RENAULT,11/18/2019,11/18/2019,11/22/2019,566.28,2018,April,NA,NA,Y,11/21/2019,,
Insuro,Policycreated,6746,11416,13789,6687,Jan-61,CITROEN,11/21/2019,11/21/2019,1/1/2020,117.48,2011,May,Y,NA,NA,11/22/2019,,
other,Policycreated,6783,11421,13815,6741,Sep-64,AUDI,11/22/2019,11/22/2019,1/1/2020,574.92,2015,March,NA,NA,Y,11/25/2019,,
other,Policycreated,6785,11423,13816,4561,Oct-79,HONDA,11/22/2019,11/22/2019,1/1/2020,483.96,2008,November,NA,Y,NA,11/26/2019,,
Seguros International Ltd.,Policycreated,6895,11451,13897,4431,May-92,VOLVO,11/26/2019,11/26/2019,1/1/2020,461.52,2005,May,Y,NA,NA,11/26/2019,,
Seguros International Ltd.,Policycreated,6915,11455,13546,4335,Feb-79,OPEL,11/26/2019,11/26/2019,1/1/2020,261.48,2006,August,NA,Y,NA,11/26/2019,,
other,Policycreated,6939,11460,13925,3161,Nov-71,RENAULT,11/27/2019,11/27/2019,1/1/2020,328.68,2017,April,NA,NA,Y,11/27/2019,,
Insuro,Policycreated,6948,11462,11262,3527,Mar-69,RENAULT,11/27/2019,11/27/2019,1/1/2020,782.04,2018,November,NA,NA,Y,11/29/2019,,
Insuro,Calculatenewpremium,6969,NA,13947,3261,Jul-67,HONDA,11/27/2019,NA,NA,186,2000,March,Y,NA,NA,12/9/2019,,
T&B,Policycreated,6979,11489,13956,1067,Mar-83,CITROEN,11/28/2019,12/3/2019,12/4/2019,510.12,2005,October,Y,NA,NA,12/5/2019,,
other,Policycreated,7011,11471,13979,3905,Nov-76,FORD,11/29/2019,11/29/2019,1/1/2020,639.24,2013,January,NA,NA,Y,11/29/2019,,
T&B,Policycreated,7020,11474,13984,6811,Jun-93,FORD,11/29/2019,11/29/2019,1/1/2020,545.4,2006,November,Y,NA,NA,11/29/2019,,
Seguros International Ltd.,Policycreated,7034,11479,13995,4693,Oct-91,TOYOTA,11/30/2019,11/30/2019,1/1/2020,207.24,1998,January,Y,NA,NA,12/2/2019,,
T&B,Tailoredofferwithdrawn,7068,NA,14018,1083,Mar-45,OPEL,12/2/2019,NA,NA,351.84,2003,September,NA,Y,NA,12/9/2019,,
T&B,Policycreated,7079,11495,12647,6922,Aug-91,SAAB,12/2/2019,12/2/2019,12/3/2019,495,2008,May,Y,NA,NA,12/6/2019,,
T&B,Tailoredofferrejected,7108,NA,14027,2273,Mar-64,MAZDA,12/3/2019,NA,NA,280.68,2006,March,Y,NA,NA,12/9/2019,,
Seguros International Ltd.,Policycreated,7113,11501,14039,2692,Mar-95,HONDA,12/3/2019,12/3/2019,12/4/2019,365.28,2002,February,Y,NA,NA,12/5/2019,,
Seguros International Ltd.,Policycreated,7116,11502,13891,8071,Aug-82,VOLKSWAGEN,12/4/2019,12/4/2019,12/5/2019,233.28,1989,June,Y,NA,NA,12/5/2019,,
Seguros International Ltd.,Policycreated,7119,11503,13891,8071,Aug-82,VOLKSWAGEN,12/4/2019,12/4/2019,12/5/2019,324.84,2004,July,Y,NA,NA,12/5/2019,,
Seguros International Ltd.,Policycreated,7120,11504,14043,7559,Oct-91,HYUNDAI,12/4/2019,12/4/2019,1/10/2020,708.36,2013,May,NA,NA,Y,12/4/2019,,
Seguros International Ltd.,Policycreated,7124,11505,13399,1097,Mar-67,HYUNDAI,12/4/2019,12/4/2019,1/1/2020,470.64,2019,January,NA,NA,Y,12/4/2019,,
Insuro,Policycreated,7125,11506,10828,3825,Dec-73,OPEL,12/4/2019,12/4/2019,1/4/2020,305.52,2011,November,NA,Y,NA,12/4/2019,,
T&B,Policycreated,7132,11507,14050,7544,Jul-84,HYUNDAI,12/4/2019,12/4/2019,12/5/2019,341.64,2006,September,NA,Y,NA,12/4/2019,,
other,Requestwithdrawn,7133,11508,14051,2678,Sep-93,TOYOTA,12/4/2019,12/4/2019,12/10/2019,1165.44,2017,March,NA,NA,Y,12/9/2019,,
T&B,Policycreated,7138,11509,14054,7075,Nov-94,KAWASAKI,12/4/2019,12/4/2019,1/1/2020,70.08,2011,May,Y,NA,NA,12/4/2019,,
Seguros International Ltd.,Policycreated,7143,11510,13705,1067,Aug-63,PEUGEOT,12/4/2019,12/4/2019,12/5/2019,596.64,2018,July,NA,NA,Y,12/9/2019,,
other,Personaloffer,7151,NA,14058,6413,Jan-68,RENAULT,12/5/2019,NA,NA,296.64,2001,January,Y,NA,NA,12/9/2019,,
other,Personaloffer,7153,NA,14058,6413,Jul-69,HYUNDAI,12/5/2019,NA,NA,333.48,2003,July,Y,NA,NA,12/9/2019,,
other,Personaloffer,7157,NA,14064,5351,Aug-60,MERCEDES-BENZ,12/5/2019,NA,NA,406.56,2007,March,Y,NA,NA,12/9/2019,,
T&B,Policycreated,7158,11511,14065,3552,Apr-92,FIAT,12/5/2019,12/5/2019,12/6/2019,433.32,2004,May,Y,NA,NA,12/5/2019,,
T&B,Personaloffer,7162,NA,14067,7006,Jul-93,MINI,12/5/2019,NA,NA,319.32,2003,September,Y,NA,NA,12/9/2019,,
Insuro,Personaloffer,7167,NA,14069,8032,Jan-65,FORD,12/5/2019,NA,NA,178.44,2007,July,Y,NA,NA,12/9/2019,,
T&B,Requestwithdrawn,7168,11513,14071,1188,Sep-51,OPEL,12/5/2019,12/5/2019,1/1/2020,396.48,2016,November,NA,Y,NA,12/9/2019,,
T&B,Waitforapproval,7169,11526,13910,1034,Jan-50,FORD,12/5/2019,12/9/2019,1/1/2020,418.68,2000,November,Y,NA,NA,12/12/2019,,
other,Policycreated,7171,11514,14070,2645,Aug-79,TOYOTA,12/5/2019,12/5/2019,12/6/2019,214.92,2010,January,NA,Y,NA,12/6/2019,,
T&B,Personaloffer,7174,NA,14072,3764,Jan-95,RENAULT,12/5/2019,NA,NA,858.96,2018,December,NA,NA,Y,12/9/2019,,
Seguros International Ltd.,Waitresponsebackoffice,7176,11515,14073,1019,Oct-72,TOYOTA,12/5/2019,12/5/2019,2/29/2020,372.21,2010,September,NA,Y,NA,12/11/2019,,
Seguros International Ltd.,Personaloffer,7178,NA,14047,6714,May-90,SKODA,12/5/2019,NA,NA,288.84,2005,June,Y,NA,NA,12/9/2019,,
Seguros International Ltd.,Policycreated,7179,11516,13999,2525,Aug-61,VOLKSWAGEN,12/5/2019,12/5/2019,12/29/2019,740.76,2017,August,NA,NA,Y,12/5/2019,,
other,Policycreated,7182,11517,14076,2171,Jun-83,RENAULT,12/6/2019,12/6/2019,12/7/2019,552.36,2016,August,NA,NA,Y,12/6/2019,,
Seguros International Ltd.,Policycreated,7186,11518,14079,3731,Feb-75,HONDA,12/6/2019,12/6/2019,12/24/2019,271.8,2004,May,Y,NA,NA,12/6/2019,,
T&B,Tailoredofferrejected,7188,NA,14081,7451,Jan-35,JEEP,12/6/2019,NA,NA,0,2006,March,N,N,N,12/9/2019,,
T&B,Policycreated,7192,11519,11363,3123,Jan-72,BMW,12/6/2019,12/6/2019,12/7/2019,923.88,2008,September,Y,NA,NA,12/6/2019,,
Seguros International Ltd.,Personaloffer,7194,NA,14085,2614,May-90,TOYOTA,12/6/2019,NA,NA,479.76,2002,March,Y,NA,NA,12/9/2019,,
T&B,Tailoredofferrejected,7195,NA,14086,6702,Jul-37,ROVER,12/6/2019,NA,NA,0,2004,March,N,N,N,12/9/2019,,
Seguros International Ltd.,Policycreated,7196,11520,14030,1188,Jun-69,SEAT,12/6/2019,12/6/2019,12/7/2019,262.8,2014,January,NA,NA,Y,12/6/2019,,
T&B,Policycreated,7200,11521,10192,3045,Sep-91,SKODA,12/6/2019,12/6/2019,12/7/2019,466.56,2014,October,Y,NA,NA,12/9/2019,,
T&B,Requestwithdrawn,7209,11522,13835,2614,Jun-91,KIA,12/7/2019,12/7/2019,12/8/2019,427.32,2011,August,NA,Y,NA,12/9/2019,,
Seguros International Ltd.,Policycreated,7210,11523,14096,1093,Nov-77,OPEL,12/7/2019,12/7/2019,1/3/2020,171.72,2006,May,Y,NA,NA,12/7/2019,,
other,Tailoredofferrejected,7212,NA,14098,3055,Dec-34,HYUNDAI,12/7/2019,NA,NA,0,2006,February,N,N,N,12/9/2019,,
T&B,Personaloffer,7215,NA,14100,3953,Mar-87,MAZDA,12/7/2019,NA,NA,963.72,1999,August,Y,NA,NA,12/9/2019,,
T&B,Tailoredofferrejected,7217,NA,14101,2552,Apr-43,MERCEDES-BENZ,12/8/2019,NA,NA,0,2013,May,N,N,N,12/9/2019,,
Insuro,Policycreated,7221,11524,12455,1067,Mar-92,FORD,12/8/2019,12/8/2019,1/24/2020,475.8,2010,September,NA,Y,NA,12/9/2019,,
Insuro,Policycreated,7223,11525,14093,3815,Dec-91,RENAULT,12/8/2019,12/8/2019,12/11/2019,433.32,2014,October,NA,Y,NA,12/8/2019,,
T&B,Personaloffer,7224,NA,14104,7091,Apr-90,VOLKSWAGEN,12/8/2019,NA,NA,248.64,2004,March,Y,NA,NA,12/9/2019,,
T&B,Personaloffer,7230,NA,14108,9852,Aug-81,CITROEN,12/8/2019,NA,NA,208.2,2003,January,Y,NA,NA,12/9/2019,,
Seguros International Ltd.,Personaloffer,7233,NA,14110,2412,Apr-79,MITSUBISHI,12/9/2019,NA,NA,280.56,2006,June,Y,NA,NA,12/9/2019,,
other,Calculatenewpremium,7234,NA,14111,9111,Feb-98,MERCEDES-BENZ,12/9/2019,NA,NA,NA,2013,April,N,N,N,12/9/2019,,
other,Calculatenewpremium,7235,NA,14045,3956,Aug-52,BMW,12/9/2019,NA,NA,635.28,2007,December,NA,NA,Y,12/9/2019,,
other,Calculatenewpremium,7236,NA,14062,3135,Sep-62,NISSAN,12/9/2019,NA,NA,732.96,2011,February,NA,NA,Y,12/9/2019,,
T&B,Calculatenewpremium,7237,NA,14112,6862,Jun-34,SUZUKI,12/9/2019,NA,NA,NA,2014,November,N,N,N,12/9/2019,,
other,Incompleterequest,7238,NA,14113,1363,Nov-75,CITROEN,12/9/2019,NA,NA,695.4,2017,September,NA,NA,Y,12/9/2019,,
Insuro,Calculatenewpremium,7239,NA,14114,7607,Aug-68,FORD,12/9/2019,NA,NA,658.2,2014,February,NA,NA,Y,12/9/2019,,
T&B,Calculatenewpremium,7240,NA,14115,5627,May-47,BMW,12/9/2019,NA,NA,470.76,2003,April,NA,Y,NA,12/9/2019,,
other,Calculatenewpremium,7241,NA,14116,3563,Feb-67,HYUNDAI,12/9/2019,NA,NA,608.76,2019,December,NA,NA,Y,12/9/2019,,
T&B,Personaloffer,7242,NA,14018,1083,Mar-45,OPEL,12/9/2019,NA,NA,377.52,2003,September,Y,NA,NA,12/9/2019,,
other,Incompleterequest,7243,NA,14117,4532,May-75,PEUGEOT,12/9/2019,NA,NA,566.04,2005,June,Y,NA,NA,12/9/2019,,
other,Calculatenewpremium,7244,NA,14118,1816,Jun-69,VOLKSWAGEN,12/9/2019,NA,NA,245.64,2004,May,Y,NA,NA,12/9/2019,,
other,Calculatenewpremium,7245,NA,13043,4651,Apr-63,VOLKSWAGEN,12/9/2019,NA,NA,765.48,2018,January,NA,NA,Y,12/9/2019,,
other,Calculatenewpremium,7246,NA,14119,2678,May-78,VOLVO,12/9/2019,NA,NA,703.32,2015,May,NA,NA,Y,12/9/2019,,
other,Policycreated,7247,11527,14120,2662,Aug-63,TOYOTA,12/9/2019,12/9/2019,12/10/2019,211.79,2004,September,Y,NA,NA,12/11/2019,,
other,Incompleterequest,7248,NA,14121,1911,Jun-96,VOLKSWAGEN,12/9/2019,NA,NA,804.72,1995,June,Y,NA,NA,12/9/2019,,
T&B,Incompleterequest,7249,NA,14122,3551,Dec-86,OPEL,12/9/2019,NA,NA,634.56,2012,March,Y,NA,NA,12/9/2019,,
other,Calculatenewpremium,7250,NA,14123,2435,Jul-68,VOLKSWAGEN,12/9/2019,NA,NA,968.52,2018,July,NA,NA,Y,12/9/2019,,
Seguros International Ltd.,Calculatenewpremium,7251,NA,14124,4614,Jul-87,CITROEN,12/9/2019,NA,NA,431.04,2005,June,NA,Y,NA,12/9/2019,,
T&B,Personaloffer,7252,NA,14098,3055,Dec-37,HYUNDAI,12/9/2019,NA,NA,0,2006,February,N,NA,NA,12/10/2019,,
T&B,Incompleterequest,7253,NA,14075,9204,Apr-73,SEAT,12/9/2019,NA,NA,269.76,2013,August,NA,NA,Y,12/9/2019,,
other,Tailoredofferrequested,7254,NA,14125,4611,May-79,MITSUBISHI,12/9/2019,NA,NA,446.52,2003,January,NA,Y,NA,12/9/2019,,
T&B,Incompleterequest,7255,NA,14126,3927,Mar-69,TOYOTA,12/9/2019,NA,NA,299.52,2005,January,Y,NA,NA,12/9/2019,,
