affinity_name,status_report,offer_number,policy_number,zipcode_link,zip4,birth_date,brand,date_offer,date_request,policy_start_date,premium,buildyear_car,buildmonth_car,wa,wa_bep_ca,wa_ca,updated_on,,
Insuro,Incompleterequest,1175,NA,10126,7572,Aug-68,MERCEDES-BENZ,11/12/2018,NA,NA,349.2,2007,April,NA,Y,NA,11/12/2018,,
Insuro,Policycreated,1176,10057,10125,2403,Dec-94,FORD,11/12/2018,11/12/2018,11/13/2018,518.04,2000,February,Y,NA,NA,11/12/2018,,
Seguros International Ltd.,Policycreated,1177,10058,10127,1061,Mar-92,NISSAN,11/12/2018,11/12/2018,11/13/2018,214.44,2009,August,NA,Y,NA,11/13/2018,,
other,Policycreated,1178,10059,10118,2353,Feb-56,TOYOTA,11/12/2018,11/12/2018,1/1/2019,227.4,2005,December,NA,Y,NA,11/14/2018,,
Seguros International Ltd.,Calculatenewpremium,1179,NA,10128,2692,Jun-68,RENAULT,11/12/2018,NA,NA,471.24,2013,September,NA,NA,Y,11/12/2018,,
other,Incompleterequest,1180,NA,10129,1619,Jun-00,OPEL,11/13/2018,NA,NA,601.68,2000,June,Y,NA,NA,11/13/2018,,
Insuro,Requestwithdrawn,1181,10060,10130,2031,Apr-87,AUDI,11/13/2018,11/13/2018,11/14/2018,889.68,2015,January,NA,NA,Y,11/14/2018,,
other,Policycreated,1182,10061,10129,1619,Jun-00,OPEL,11/13/2018,11/13/2018,11/14/2018,601.68,2000,June,Y,NA,NA,11/13/2018,,
Insuro,Incompleterequest,1183,NA,10131,1611,May-63,CITROEN,11/13/2018,NA,NA,791.88,2008,September,NA,NA,Y,11/13/2018,,
other,Incompleterequest,1184,NA,10132,1616,Aug-82,MERCEDES-BENZ,11/13/2018,NA,NA,1003.8,2011,March,NA,NA,Y,11/13/2018,,
other,Personaloffer,1185,NA,10079,2922,NA,AUDI,11/13/2018,NA,NA,1774.68,2014,November,NA,NA,Y,11/28/2018,,
other,Policycreated,1186,10062,10133,2318,Mar-48,VOLVO,11/13/2018,11/13/2018,10/1/2019,251.04,2007,April,NA,Y,NA,11/13/2018,,
other,Requestrejected,1187,10063,10134,7415,Jul-81,RENAULT,11/13/2018,11/13/2018,11/14/2018,491.52,2002,February,Y,NA,NA,11/15/2018,,
Insuro,Policycreated,1188,10064,10135,3135,Jun-94,SEAT,11/13/2018,11/13/2018,11/14/2018,521.88,2010,October,NA,Y,NA,11/13/2018,,
other,Incompleterequest,1189,NA,10136,7151,May-92,RENAULT,11/14/2018,NA,NA,481.92,2011,May,NA,Y,NA,11/14/2018,,
other,Requestrejected,1190,10065,10136,7151,Aug-89,RENAULT,11/14/2018,11/14/2018,11/15/2018,456.36,2011,May,NA,Y,NA,11/15/2018,,
other,Calculatenewpremium,1191,NA,10137,7906,Jul-88,BMW,11/14/2018,NA,NA,0,2014,February,N,N,N,11/14/2018,,
other,Incompleterequest,1192,NA,10136,7151,Aug-89,RENAULT,11/14/2018,NA,NA,606.84,2011,May,NA,Y,NA,11/14/2018,,
other,Policycreated,1193,10066,10138,4251,Feb-75,OPEL,11/14/2018,11/14/2018,11/17/2018,497.4,2011,March,NA,Y,NA,11/15/2018,,
other,Incompleterequest,1194,NA,10139,8532,Dec-67,BMW,11/14/2018,NA,NA,857.16,2013,March,NA,NA,Y,11/14/2018,,
other,Incompleterequest,1195,NA,10140,3972,May-84,KIA,11/14/2018,NA,NA,266.16,2006,November,NA,Y,NA,11/14/2018,,
other,Incompleterequest,1196,NA,10141,2719,Aug-55,MAZDA,11/14/2018,NA,NA,596.28,2016,October,NA,NA,Y,11/14/2018,,
Seguros International Ltd.,Incompleterequest,1197,NA,10142,1625,Jul-95,RENAULT,11/14/2018,NA,NA,968.88,2011,April,NA,Y,NA,11/14/2018,,
Insuro,Calculatenewpremium,1198,NA,10143,2771,Mar-89,TOYOTA,11/14/2018,NA,NA,284.52,2007,March,NA,Y,NA,11/14/2018,,
other,Calculatenewpremium,1199,NA,10140,3972,May-84,KIA,11/14/2018,NA,NA,358.8,2006,November,NA,Y,NA,1/4/2019,,
Insuro,Incompleterequest,1200,NA,10144,2394,May-67,FIAT,11/14/2018,NA,NA,307.68,2000,January,Y,NA,NA,11/14/2018,,
Insuro,Incompleterequest,1201,NA,10145,8071,Jul-95,OPEL,11/15/2018,NA,NA,555.48,2009,May,NA,Y,NA,11/15/2018,,
other,Policycreated,1202,10067,10146,4201,Nov-71,PEUGEOT,11/15/2018,11/15/2018,12/1/2018,488.64,2015,March,NA,Y,NA,11/16/2018,,
other,Policycreated,1203,10068,10139,8532,Dec-67,BMW,11/15/2018,11/15/2018,11/16/2018,857.18,2013,March,NA,NA,Y,11/15/2018,,
other,Policycreated,1204,10069,10136,7151,May-92,RENAULT,11/15/2018,11/15/2018,11/16/2018,481.92,2011,May,NA,Y,NA,11/16/2018,,
Seguros International Ltd.,Policycreated,1205,10070,10099,1092,Sep-89,VOLKSWAGEN,11/15/2018,11/15/2018,11/16/2018,449.4,2015,January,NA,Y,NA,11/15/2018,,
Seguros International Ltd.,Policycreated,1206,10071,10142,1625,Jul-95,RENAULT,11/15/2018,11/15/2018,11/16/2018,968.88,2011,April,NA,Y,NA,11/15/2018,,
other,Calculatenewpremium,1207,NA,10147,4251,May-99,SEAT,11/15/2018,NA,NA,860.04,2011,August,Y,NA,NA,11/15/2018,,
Seguros International Ltd.,Calculatenewpremium,1208,NA,10148,8033,Dec-73,VOLVO,11/15/2018,NA,NA,340.32,2001,February,NA,Y,NA,11/15/2018,,
Seguros International Ltd.,Policycreated,1209,10072,10149,3844,Aug-89,TOYOTA,11/15/2018,11/15/2018,11/16/2018,287.28,2000,July,Y,NA,NA,11/15/2018,,
Insuro,Policycreated,1210,10073,10144,2394,May-67,FIAT,11/15/2018,11/15/2018,11/19/2018,307.68,2000,January,Y,NA,NA,11/15/2018,,
Insuro,Calculatenewpremium,1211,NA,10150,1841,Dec-75,OPEL,11/15/2018,NA,NA,216.36,2001,November,Y,NA,NA,11/15/2018,,
Insuro,Calculatenewpremium,1212,NA,10151,3443,Jun-39,MITSUBISHI,11/16/2018,NA,NA,NA,2007,January,N,N,N,11/16/2018,,
Insuro,Tailoredofferwithdrawn,1213,NA,10151,3443,Jun-39,KIA,11/16/2018,NA,NA,0,2018,March,N,N,N,11/21/2018,,
Insuro,Incompleterequest,1214,NA,10152,1082,Feb-59,HYUNDAI,11/16/2018,NA,NA,259.08,2005,February,Y,NA,NA,11/16/2018,,
Seguros International Ltd.,Incompleterequest,1215,NA,10153,2665,Jan-70,VOLKSWAGEN,11/16/2018,NA,NA,716.4,2011,October,NA,NA,Y,11/16/2018,,
other,Calculatenewpremium,1216,NA,10154,5043,May-78,OPEL,11/16/2018,NA,NA,693,2009,March,NA,NA,Y,11/16/2018,,
Seguros International Ltd.,Incompleterequest,1217,NA,10155,4147,Feb-96,CITROEN,11/16/2018,NA,NA,1121.4,2014,November,NA,NA,Y,11/16/2018,,
Insuro,Policycreated,1218,10074,10156,9471,Jul-92,SEAT,11/17/2018,11/17/2018,11/23/2018,330.6,2010,November,NA,NA,Y,11/17/2018,,
Insuro,Incompleterequest,1219,NA,10157,4103,Jan-61,NISSAN,11/17/2018,NA,NA,2087.28,2014,June,NA,NA,Y,11/17/2018,,
other,Incompleterequest,1220,NA,10141,2719,Aug-55,MAZDA,11/17/2018,NA,NA,596.28,2016,October,NA,NA,Y,11/17/2018,,
Seguros International Ltd.,Calculatenewpremium,1221,NA,10158,2011,Feb-56,CITROEN,11/17/2018,NA,NA,409.8,2003,August,NA,NA,Y,11/17/2018,,
other,Incompleterequest,1222,NA,10159,3075,Aug-75,HYUNDAI,11/17/2018,NA,NA,549,2013,September,NA,NA,Y,11/17/2018,,
other,Policycreated,1223,10075,10160,2071,Jan-80,VOLVO,11/18/2018,11/18/2018,11/26/2018,442.2,2001,February,Y,NA,NA,11/21/2018,,
Insuro,Incompleterequest,1224,NA,10161,2315,May-91,OPEL,11/18/2018,NA,NA,364.32,2002,September,Y,NA,NA,11/18/2018,,
Insuro,Policycreated,1225,10076,10162,6215,May-57,BMW,11/18/2018,11/18/2018,1/1/2019,360.36,2011,July,NA,Y,NA,11/18/2018,,
other,Calculatenewpremium,1226,NA,10163,1012,NA,VOLVO,11/18/2018,NA,NA,340.8,1996,August,NA,Y,NA,11/18/2018,,
Insuro,Policycreated,1227,10077,10164,3564,Jun-68,TOYOTA,11/18/2018,11/18/2018,1/1/2019,238.33,1997,July,Y,NA,NA,11/18/2018,,
other,Incompleterequest,1228,NA,10165,2597,Aug-89,MINI,11/18/2018,NA,NA,811.92,2013,May,NA,NA,Y,11/18/2018,,
Insuro,Policycreated,1229,10078,10166,7556,Feb-64,OPEL,11/19/2018,11/20/2018,11/23/2018,338.28,2004,August,Y,NA,NA,11/22/2018,,
other,Incompleterequest,1230,NA,10141,2719,Aug-55,MAZDA,11/19/2018,NA,NA,539.04,2016,October,NA,NA,Y,11/19/2018,,
other,Calculatenewpremium,1231,NA,10141,2719,Jan-55,SEAT,11/19/2018,NA,NA,426,2017,July,NA,NA,Y,11/19/2018,,
other,Calculatenewpremium,1232,NA,10167,8494,May-49,TOYOTA,11/19/2018,NA,NA,678.96,2017,September,NA,NA,Y,11/19/2018,,
Seguros International Ltd.,Calculatenewpremium,1233,NA,10148,8033,Dec-73,VOLVO,11/19/2018,NA,NA,366.36,2001,February,NA,Y,NA,11/19/2018,,
Seguros International Ltd.,Calculatenewpremium,1234,NA,10148,8033,Dec-73,VOLVO,11/19/2018,NA,NA,366.36,2001,February,NA,Y,NA,11/19/2018,,
Seguros International Ltd.,Calculatenewpremium,1235,NA,10148,8033,Dec-73,VOLVO,11/19/2018,NA,NA,366.36,2001,February,NA,Y,NA,11/19/2018,,
Insuro,Calculatenewpremium,1236,NA,10168,5045,Sep-72,VOLKSWAGEN,11/19/2018,NA,NA,855.84,2013,October,NA,NA,Y,11/19/2018,,
other,Calculatenewpremium,1237,NA,10169,5571,Aug-42,OPEL,11/19/2018,NA,NA,NA,2006,January,N,N,N,11/19/2018,,
other,Tailoredofferrejected,1238,NA,10169,5571,Aug-42,OPEL,11/19/2018,NA,NA,0,2006,January,N,N,N,11/20/2018,,
other,Calculatenewpremium,1239,NA,10170,3281,Jan-80,RENAULT,11/19/2018,NA,NA,675.48,2018,November,NA,NA,Y,11/19/2018,,
Insuro,Calculatenewpremium,1240,NA,10171,5766,Aug-54,MAZDA,11/19/2018,NA,NA,278.64,1999,November,NA,Y,NA,11/19/2018,,
other,Calculatenewpremium,1241,NA,10172,8043,Jul-70,SUBARU,11/20/2018,NA,NA,286.08,2004,March,NA,Y,NA,11/20/2018,,
Insuro,Policycreated,1242,10079,10171,5766,Aug-54,MAZDA,11/20/2018,11/26/2018,1/1/2019,204.12,1999,November,Y,NA,NA,11/27/2018,,
Insuro,Policycreated,1243,10080,10171,5766,Aug-54,MAZDA,11/20/2018,11/26/2018,1/1/2019,175.8,2000,April,Y,NA,NA,11/27/2018,,
Insuro,Policycreated,1244,10081,10171,5766,Aug-54,SUZUKI,11/20/2018,11/26/2018,1/1/2019,114.96,2001,February,Y,NA,NA,11/27/2018,,
Insuro,Calculatenewpremium,1245,NA,10173,2132,Mar-93,FIAT,11/20/2018,NA,NA,450.36,2004,June,NA,Y,NA,11/20/2018,,
Insuro,Incompleterequest,1246,NA,10173,2132,Mar-93,FIAT,11/20/2018,NA,NA,333.36,2004,June,Y,NA,NA,11/20/2018,,
Seguros International Ltd.,Calculatenewpremium,1247,NA,10174,3171,Feb-92,TOYOTA,11/20/2018,NA,NA,277.56,2011,January,NA,NA,Y,11/20/2018,,
Insuro,Incompleterequest,1248,NA,10175,1567,Jun-83,PEUGEOT,11/20/2018,NA,NA,712.2,2005,September,NA,Y,NA,11/20/2018,,
other,Calculatenewpremium,1249,NA,10116,6433,Mar-82,PEUGEOT,11/20/2018,NA,NA,306.36,2004,January,NA,Y,NA,11/20/2018,,
Insuro,Calculatenewpremium,1250,NA,10176,2033,Jul-72,MERCEDES-BENZ,11/20/2018,NA,NA,701.64,2004,March,NA,Y,NA,11/20/2018,,
Insuro,Calculatenewpremium,1251,NA,10177,1506,Sep-87,RENAULT,11/20/2018,NA,NA,561.24,2001,June,NA,Y,NA,11/20/2018,,
Insuro,Personaloffer,1252,NA,10176,2033,Jul-72,MERCEDES-BENZ,11/20/2018,NA,NA,322.08,2004,March,Y,NA,NA,11/21/2018,,
Seguros International Ltd.,Incompleterequest,1253,NA,10174,3171,Feb-88,TOYOTA,11/20/2018,NA,NA,277.56,2011,January,NA,NA,Y,11/20/2018,,
Insuro,Incompleterequest,1254,NA,10112,4133,Dec-91,KIA,11/21/2018,NA,NA,200.52,2006,May,NA,Y,NA,11/21/2018,,
other,Calculatenewpremium,1255,NA,10147,4251,May-99,SEAT,11/21/2018,NA,NA,1824.12,2011,August,NA,NA,Y,11/21/2018,,
Seguros International Ltd.,Policycreated,1256,10082,10178,1171,Jul-62,VOLKSWAGEN,11/21/2018,11/21/2018,11/22/2018,325.2,1998,November,Y,NA,NA,11/22/2018,,
Insuro,Incompleterequest,1257,NA,10179,9742,Feb-65,FIAT,11/21/2018,NA,NA,575.52,2008,June,NA,NA,Y,11/21/2018,,
other,Incompleterequest,1258,NA,10170,3281,Jan-80,RENAULT,11/22/2018,NA,11/24/2018,675.49,2018,May,NA,NA,Y,11/22/2018,,
other,Calculatenewpremium,1259,NA,10180,3245,May-64,MITSUBISHI,11/22/2018,NA,NA,893.04,2013,December,NA,NA,Y,11/22/2018,,
Insuro,Policycreated,1260,10083,10173,2132,Mar-93,FIAT,11/22/2018,11/22/2018,11/23/2018,333.36,2003,March,Y,NA,NA,11/22/2018,,
Insuro,Incompleterequest,1261,NA,10181,8935,Feb-95,TOYOTA,11/22/2018,NA,NA,405.36,1996,November,Y,NA,NA,11/22/2018,,
Insuro,Policycreated,1262,10084,10055,6845,Nov-60,RENAULT,11/22/2018,11/22/2018,12/1/2018,267.48,2000,January,Y,NA,NA,11/22/2018,,
Insuro,Calculatenewpremium,1263,NA,10182,1674,Jan-54,OPEL,11/22/2018,NA,NA,588.84,2001,April,NA,NA,Y,11/22/2018,,
Insuro,Policycreated,1264,10085,10183,6845,Jan-84,PEUGEOT,11/22/2018,11/22/2018,11/23/2018,337.92,2008,December,Y,NA,NA,11/22/2018,,
other,Calculatenewpremium,1265,NA,10184,2924,Aug-56,TOYOTA,11/22/2018,NA,NA,1192.68,2018,November,NA,NA,Y,11/22/2018,,
other,Incompleterequest,1266,NA,10185,3931,Jun-93,AUDI,11/22/2018,NA,NA,438,2005,January,Y,NA,NA,11/22/2018,,
Insuro,Policycreated,1267,10086,10186,3067,Mar-92,VOLKSWAGEN,11/22/2018,11/22/2018,12/22/2018,503.16,1997,January,Y,NA,NA,11/29/2018,,
Insuro,Calculatenewpremium,1268,NA,10187,1742,Nov-98,FORD,11/23/2018,NA,NA,852.72,2018,August,NA,NA,Y,11/23/2018,,
other,Policycreated,1269,10087,10170,3281,Aug-74,RENAULT,11/23/2018,11/23/2018,11/24/2018,680.24,2018,May,NA,NA,Y,11/23/2018,,
Seguros International Ltd.,Incompleterequest,1270,NA,10188,3972,Jun-79,AUDI,11/23/2018,NA,NA,556.68,2006,January,NA,Y,NA,11/23/2018,,
other,Calculatenewpremium,1271,NA,10189,3284,Jun-53,PORSCHE,11/23/2018,NA,NA,0,2016,June,N,N,N,11/23/2018,,
other,Calculatenewpremium,1272,NA,10184,2924,Aug-56,TOYOTA,11/23/2018,NA,NA,686.88,2018,November,NA,NA,Y,11/23/2018,,
other,Policycreated,1273,10088,10184,2924,Aug-56,TOYOTA,11/23/2018,11/23/2018,11/24/2018,686.78,2018,November,NA,NA,Y,11/26/2018,,
Insuro,Policycreated,1274,10089,10150,1841,Dec-75,OPEL,11/23/2018,12/24/2018,2/1/2019,256.8,2001,November,Y,NA,NA,12/27/2018,,
other,Incompleterequest,1275,NA,10185,3931,Jun-93,AUDI,11/24/2018,NA,NA,438,2005,January,Y,NA,NA,11/24/2018,,
Insuro,Policycreated,1276,10090,10190,2542,Mar-92,SEAT,11/24/2018,11/24/2018,11/25/2018,255.48,2011,August,Y,NA,NA,12/11/2018,,
Insuro,Incompleterequest,1277,NA,10191,7483,Feb-88,MERCEDES-BENZ,11/25/2018,NA,NA,716.04,2013,April,NA,NA,Y,11/25/2018,,
Insuro,Calculatenewpremium,1278,NA,10191,7483,Feb-88,MERCEDES-BENZ,11/25/2018,NA,NA,818.16,2013,April,NA,NA,Y,11/25/2018,,
Seguros International Ltd.,Calculatenewpremium,1279,NA,10192,3045,Mar-52,PEUGEOT,11/25/2018,NA,NA,131.4,2013,April,Y,NA,NA,11/25/2018,,
Seguros International Ltd.,Incompleterequest,1280,NA,10192,3045,Mar-52,PEUGEOT,11/25/2018,NA,NA,131.4,2013,April,Y,NA,NA,11/25/2018,,
Insuro,Incompleterequest,1281,NA,10193,2805,Aug-97,SKODA,11/25/2018,NA,NA,555.72,2002,November,Y,NA,NA,11/25/2018,,
Insuro,Requestwithdrawn,1282,10091,10005,9642,Sep-74,VOLKSWAGEN,11/25/2018,11/25/2018,12/16/2018,572.76,2009,August,NA,NA,Y,11/27/2018,,
Insuro,Requestwithdrawn,1283,10092,10005,9642,Sep-74,HYUNDAI,11/25/2018,11/25/2018,12/16/2018,404.76,2002,April,Y,NA,NA,11/27/2018,,
other,Policycreated,1284,10093,10194,1111,Oct-83,KIA,11/25/2018,11/26/2018,11/27/2018,524.52,2011,April,NA,Y,NA,11/26/2018,,
Insuro,Incompleterequest,1285,NA,10193,2805,Aug-97,SKODA,11/25/2018,NA,NA,555.72,2002,November,Y,NA,NA,11/25/2018,,
other,Calculatenewpremium,1286,NA,10195,1976,Feb-60,FIAT,11/26/2018,NA,NA,901.32,2016,December,NA,NA,Y,11/26/2018,,
other,Policycreated,1287,10094,10196,2671,Mar-81,BMW,11/26/2018,11/26/2018,1/1/2019,604.8,2001,December,Y,NA,NA,11/26/2018,,
Seguros International Ltd.,Calculatenewpremium,1288,NA,10188,3972,Sep-79,AUDI,11/26/2018,NA,NA,509.4,2006,January,NA,Y,NA,11/26/2018,,
Insuro,Policycreated,1289,10095,10197,1341,Dec-92,PEUGEOT,11/26/2018,11/26/2018,11/30/2018,745.8,2015,June,NA,NA,Y,11/27/2018,,
Insuro,Requestrejected,1290,10096,10198,9695,Apr-66,VOLKSWAGEN,11/26/2018,11/26/2018,11/27/2018,258.96,2008,February,NA,Y,NA,11/27/2018,,
Seguros International Ltd.,Incompleterequest,1291,NA,10199,4615,Jul-85,SEAT,11/26/2018,NA,NA,528.24,2013,September,NA,NA,Y,11/26/2018,,
other,Policycreated,1292,10097,10147,4251,May-99,SEAT,11/26/2018,11/26/2018,11/27/2018,1118.28,2011,August,NA,Y,NA,11/28/2018,,
other,Incompleterequest,1293,NA,10200,6217,Jan-85,CITROEN,11/26/2018,NA,NA,296.4,2002,July,Y,NA,NA,11/26/2018,,
Insuro,Incompleterequest,1294,NA,10201,2497,Jul-85,PEUGEOT,11/26/2018,NA,NA,494.64,2002,July,Y,NA,NA,11/26/2018,,
other,Policycreated,1295,10098,10200,6217,Jan-85,CITROEN,11/26/2018,11/26/2018,11/27/2018,296.4,2002,July,Y,NA,NA,11/26/2018,,
Seguros International Ltd.,Calculatenewpremium,1296,NA,10199,4615,Jul-85,SEAT,11/27/2018,NA,NA,528.24,2013,September,NA,NA,Y,11/27/2018,,
Insuro,Policycreated,1297,10099,10202,9989,Mar-99,VOLKSWAGEN,11/27/2018,11/27/2018,11/28/2018,535.32,2008,February,NA,Y,NA,11/27/2018,,
other,Calculatenewpremium,1298,NA,10203,6051,Jan-95,VOLKSWAGEN,11/27/2018,NA,NA,2195.76,2010,December,NA,NA,Y,11/27/2018,,
Insuro,Incompleterequest,1299,NA,10204,5282,Dec-84,MERCEDES-BENZ,11/27/2018,NA,NA,726.48,2007,June,NA,Y,NA,11/27/2018,,
Insuro,Incompleterequest,1300,NA,10145,8071,Jul-95,OPEL,11/27/2018,NA,NA,582.36,2009,May,NA,Y,NA,11/27/2018,,
Insuro,Policycreated,1301,10100,10204,5282,Dec-84,MERCEDES-BENZ,11/27/2018,11/27/2018,1/1/2019,726.48,2007,June,NA,Y,NA,11/27/2018,,
Insuro,Incompleterequest,1302,NA,10205,5038,Sep-89,CITROEN,11/27/2018,NA,NA,918.12,2013,September,NA,NA,Y,11/27/2018,,
other,Calculatenewpremium,1303,NA,10206,4105,Jan-60,VOLVO,11/27/2018,NA,NA,525.84,2006,November,NA,Y,NA,11/27/2018,,
other,Calculatenewpremium,1304,NA,10207,1181,Jan-60,VOLKSWAGEN,11/27/2018,NA,NA,967.32,2015,March,NA,NA,Y,11/27/2018,,
other,Calculatenewpremium,1305,NA,10207,1181,Jan-60,VOLKSWAGEN,11/27/2018,NA,NA,779.04,2011,October,NA,NA,Y,11/27/2018,,
other,Calculatenewpremium,1306,NA,10208,3742,Jan-60,BMW,11/27/2018,NA,NA,570.96,2013,January,NA,NA,Y,11/27/2018,,
other,Calculatenewpremium,1307,NA,10208,3742,Jan-60,BMW,11/27/2018,NA,NA,391.68,2007,July,NA,Y,NA,11/27/2018,,
other,Calculatenewpremium,1308,NA,10209,3646,Jan-60,RENAULT,11/27/2018,NA,NA,471.48,2012,August,NA,Y,NA,11/27/2018,,
other,Calculatenewpremium,1309,NA,10209,3646,Jan-60,RENAULT,11/27/2018,NA,NA,328.92,2015,December,NA,Y,NA,11/27/2018,,
other,Calculatenewpremium,1310,NA,10210,3764,Jan-60,VOLVO,11/27/2018,NA,NA,706.56,2011,November,NA,NA,Y,11/27/2018,,
other,Calculatenewpremium,1311,NA,10210,3764,Jan-60,VOLKSWAGEN,11/27/2018,NA,NA,480.48,2012,May,NA,NA,Y,11/27/2018,,
other,Calculatenewpremium,1312,NA,10211,3825,Jan-60,VOLVO,11/27/2018,NA,NA,463.56,2002,May,Y,NA,NA,11/27/2018,,
other,Calculatenewpremium,1313,NA,10211,3825,Jan-60,PEUGEOT,11/27/2018,NA,NA,221.52,2004,January,Y,NA,NA,11/27/2018,,
other,Calculatenewpremium,1314,NA,10212,1326,Jan-60,RENAULT,11/27/2018,NA,NA,249.96,2006,January,NA,Y,NA,11/27/2018,,
other,Calculatenewpremium,1315,NA,10212,1326,Jan-60,BMW,11/27/2018,NA,NA,276.48,1998,August,Y,NA,NA,11/27/2018,,
other,Calculatenewpremium,1316,NA,10213,1321,Jan-60,SAAB,11/27/2018,NA,NA,507.48,2007,April,NA,NA,Y,11/27/2018,,
other,Calculatenewpremium,1317,NA,10214,1628,Jan-60,OPEL,11/27/2018,NA,NA,576.84,2010,November,NA,Y,NA,11/27/2018,,
other,Calculatenewpremium,1318,NA,10215,2542,Jan-60,MERCEDES-BENZ,11/27/2018,NA,NA,934.08,2006,June,Y,NA,NA,11/27/2018,,
Seguros International Ltd.,Incompleterequest,1319,NA,10188,3972,Jun-79,AUDI,11/27/2018,NA,NA,520.32,2006,January,NA,Y,NA,11/27/2018,,
other,Policycreated,1320,10101,10216,3645,Jul-97,PEUGEOT,11/27/2018,11/27/2018,11/28/2018,816,1997,September,Y,NA,NA,11/27/2018,,
other,Incompleterequest,1321,NA,10217,1444,Jan-74,CITROEN,11/27/2018,NA,NA,517.92,2009,June,NA,NA,Y,11/27/2018,,
Seguros International Ltd.,Policycreated,1322,10102,10218,4708,Aug-83,CITROEN,11/27/2018,11/27/2018,1/1/2019,353.16,2013,February,NA,NA,Y,11/29/2018,,
other,Calculatenewpremium,1323,NA,10219,2841,Nov-82,RENAULT,11/27/2018,NA,NA,409.08,2016,May,NA,Y,NA,11/27/2018,,
other,Personaloffer,1324,NA,10217,1444,Jan-74,VOLKSWAGEN,11/28/2018,NA,NA,0,1997,October,NA,NA,NA,11/28/2018,,
other,Incompleterequest,1325,NA,10220,2593,Jun-77,KIA,11/28/2018,NA,NA,542.28,2012,March,NA,Y,NA,11/28/2018,,
other,Calculatenewpremium,1326,NA,10221,4708,Apr-54,VOLVO,11/28/2018,NA,NA,1091.64,2016,August,NA,NA,Y,11/28/2018,,
other,Calculatenewpremium,1327,NA,10222,8448,Jan-60,SEAT,11/28/2018,NA,NA,302.28,2003,May,Y,NA,NA,11/28/2018,,
other,Policycreated,1328,10103,10154,5043,May-78,OPEL,11/28/2018,11/28/2018,12/2/2018,704.88,2009,March,NA,NA,Y,11/28/2018,,
other,Calculatenewpremium,1329,NA,10223,2984,Apr-56,ALFA ROMEO,11/28/2018,NA,NA,500.04,2014,November,NA,NA,Y,11/28/2018,,
other,Policycreated,1330,10104,10217,1444,Jan-74,CITROEN,11/28/2018,11/28/2018,12/6/2018,492.24,2009,June,NA,NA,Y,11/28/2018,,
other,Incompleterequest,1331,NA,10224,6658,Apr-79,AUDI,11/28/2018,NA,NA,1034.28,2007,January,NA,NA,Y,11/28/2018,,
Seguros International Ltd.,Incompleterequest,1332,NA,10225,1095,Feb-76,MITSUBISHI,11/29/2018,NA,NA,575.16,2002,March,Y,NA,NA,11/29/2018,,
Seguros International Ltd.,Calculatenewpremium,1333,NA,10226,4705,Oct-87,PEUGEOT,11/29/2018,NA,NA,685.2,2005,January,NA,NA,Y,11/29/2018,,
Seguros International Ltd.,Incompleterequest,1334,NA,10227,3438,Oct-79,CHEVROLET,11/29/2018,NA,NA,320.64,2010,March,NA,Y,NA,11/29/2018,,
Seguros International Ltd.,Incompleterequest,1335,NA,10228,2546,Sep-80,FORD,11/29/2018,NA,NA,188.4,2004,February,Y,NA,NA,11/29/2018,,
Seguros International Ltd.,Incompleterequest,1336,NA,10229,5663,May-55,TOYOTA,11/29/2018,NA,NA,546,2010,August,NA,NA,Y,11/29/2018,,
Seguros International Ltd.,Incompleterequest,1337,NA,10230,2983,Jul-62,VOLKSWAGEN,11/29/2018,NA,NA,279.24,2015,November,NA,NA,Y,11/29/2018,,
Seguros International Ltd.,Incompleterequest,1338,NA,10231,4301,Jul-61,CITROEN,11/29/2018,NA,NA,427.68,2017,March,NA,NA,Y,11/29/2018,,
Seguros International Ltd.,Incompleterequest,1339,NA,10232,5931,Jan-57,SKODA,11/29/2018,NA,NA,660.12,2016,December,NA,NA,Y,11/29/2018,,
Seguros International Ltd.,Requestwithdrawn,1340,10105,10192,3045,Mar-52,PEUGEOT,11/29/2018,11/29/2018,12/25/2018,168.48,2013,April,NA,Y,NA,11/30/2018,,
Seguros International Ltd.,Personaloffer,1341,NA,10233,1336,Apr-77,OPEL,11/29/2018,NA,NA,222.84,2003,March,Y,NA,NA,11/30/2018,,
Seguros International Ltd.,Incompleterequest,1342,NA,10234,3042,Feb-64,TOYOTA,11/29/2018,NA,NA,631.92,2010,January,NA,NA,Y,11/29/2018,,
other,Tailoredofferrejected,1343,NA,10235,2954,Mar-99,SUBARU,11/29/2018,NA,NA,54.36,1998,July,N,N,N,11/30/2018,,
Seguros International Ltd.,Calculatenewpremium,1344,NA,10236,2025,Dec-76,VOLKSWAGEN,11/29/2018,NA,NA,541.2,2004,January,NA,Y,NA,11/29/2018,,
Seguros International Ltd.,Policycreated,1345,10106,10236,2025,Dec-76,VOLKSWAGEN,11/29/2018,11/30/2018,12/1/2018,385.32,2004,January,Y,NA,NA,12/3/2018,,
Seguros International Ltd.,Personaloffer,1346,NA,10237,1054,Nov-58,NISSAN,11/29/2018,NA,NA,156.36,2004,October,Y,NA,NA,11/30/2018,,
Seguros International Ltd.,Incompleterequest,1347,NA,10238,2717,Oct-89,PEUGEOT,11/29/2018,NA,NA,296.76,2006,October,NA,Y,NA,11/29/2018,,
Seguros International Ltd.,Incompleterequest,1348,NA,10239,3823,Aug-60,MITSUBISHI,11/29/2018,NA,NA,342.36,2007,March,NA,Y,NA,11/29/2018,,
